test_index,target,prediction_mean,prediction_std,prediction_ci_low,prediction_ci_high,replica_predictions,best_candidate,top_candidates,replica_times,final_costs_replicas,avg_cost_history,input_0,input_1,input_2,input_3
9,238.63,239.5943115234375,0.7615440283195597,238.64872972042605,240.53989332644898,"[239.04054260253906, 239.04054260253906, 239.04054260253906, 240.32534790039062, 240.5245819091797]",[ 8.95222998 10.23878792 18.29744233  0.25432469],"[array([ 9.87578994, 19.69215082, 15.85805937,  0.2097482 ]), array([ 9.42977274, 15.97423692, 19.63424961,  0.28798955]), array([ 9.36439452, 13.09771284, 23.12677115,  0.32707416]), array([ 9.11588018, 10.87545761, 20.33949041,  0.28176558]), array([ 8.57432244, 14.34513841, 22.28826088,  0.29665233])]","[0.795764684677124, 0.6445388793945312, 2.1596670150756836, 0.8144009113311768, 0.642305850982666]","[0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 2.87418794631958, 3.5894222259521484]","[5.546638542413712, 5.546638542413712, 5.546638542413712, 5.354788929224014, 4.417477810382843, 4.417477810382843, 2.116998541355133, 2.116998541355133, 2.116998541355133, 2.0780229687690737, 2.0780229687690737, 2.0780229687690737, 2.0780229687690737, 2.0780229687690737, 2.0780229687690737, 2.0780229687690737, 2.0780229687690737, 2.027799332141876, 2.027799332141876, 2.027799332141876, 2.027799332141876, 2.127011070648829, 2.127011070648829, 2.127011070648829, 2.127011070648829, 3.338304042816162, 3.338304042816162, 3.338304042816162, 3.338304042816162, 3.338304042816162, 3.338304042816162, 3.338304042816162, 3.338304042816162, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524]",8.0,15.0,15.0,0.3
10,297.65,283.4609436035156,1.4020717797430966,281.7200415517111,285.2018456553201,"[284.4793701171875, 281.72802734375, 284.4793701171875, 284.4793701171875, 282.1385803222656]",[11.91669822 18.75354514 23.34641752  0.35393125],"[array([11.22317371, 17.91059131, 20.65727291,  0.36757741]), array([10.01915608, 19.85755478, 20.82580051,  0.39970957]), array([10.3827757 , 15.25694829, 22.80357308,  0.219052  ]), array([11.16511036, 17.85593713, 22.6234987 ,  0.22622288]), array([11.66910321, 10.67482815, 21.04408716,  0.38013248])]","[0.9987316131591797, 0.9405291080474854, 0.8973140716552734, 0.8256545066833496, 0.7460300922393799]","[173.46533203125, 253.50901794433594, 173.46533203125, 173.46533203125, 240.6039581298828]","[590.0982116699219, 443.27712097167966, 443.27712097167966, 443.27712097167966, 328.5128143310547, 229.7572448730469, 216.32951965332032, 202.90179443359375, 202.90179443359375, 202.90179443359375, 202.90179443359375, 202.90179443359375, 202.90179443359375, 202.90179443359375, 202.90179443359375, 202.90179443359375, 202.90179443359375, 202.90179443359375, 202.90179443359375, 202.90179443359375, 202.90179443359375, 202.90179443359375, 202.90179443359375, 193.47625350952148, 193.47625350952148, 200.1465606689453, 200.1465606689453, 173.46533203125, 173.46533203125]",12.0,15.0,15.0,0.3
11,256.11,256.9119445800781,1.2279705098160543,255.3872178071836,258.4366713529726,"[258.8695373535156, 255.86544799804688, 256.9796447753906, 255.86544799804688, 256.9796447753906]",[11.20355905 10.9202453  23.64736246  0.2380767 ],"[array([10.82103954, 14.86546524, 24.82507387,  0.23749927]), array([11.21324649, 18.13398713, 15.82934147,  0.27661018]), array([11.57965066, 17.93513674, 15.27762693,  0.25300421]), array([11.19354103, 16.00401097, 16.56259971,  0.27793653]), array([10.88529798, 13.406692  , 24.7729922 ,  0.26607197])]","[0.6765265464782715, 0.6528687477111816, 1.3456833362579346, 0.7440440654754639, 0.7347657680511475]","[7.615127086639404, 0.05979851633310318, 0.7563075423240662, 0.05979851633310318, 0.7563075423240662]","[3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 3.2212317496538163, 1.8494678407907486, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662, 0.7563075423240662]",10.0,10.0,20.0,0.2
12,196.63,218.08274841308594,3.430277826888711,213.82349593160157,222.3420008945703,"[221.19728088378906, 216.88804626464844, 213.5819854736328, 216.88804626464844, 221.85838317871094]",[ 8.48211912 13.36935064 24.46307465  0.2237776 ],"[array([ 8.87732996, 15.91655536, 15.26503185,  0.22556725]), array([ 8.32961954, 15.31590809, 17.85879479,  0.20934354]), array([ 8.11175329, 15.7902494 , 17.60302172,  0.30925598]), array([ 8.31124675, 19.0151509 , 17.66817108,  0.3447586 ]), array([ 8.5718413 , 14.81140989, 17.55955888,  0.35304266])]","[0.928612232208252, 1.1437554359436035, 0.8376693725585938, 1.6625123023986816, 1.5907351970672607]","[603.551025390625, 410.38824462890625, 287.3696594238281, 410.38824462890625, 636.4710693359375]","[864.8450927734375, 864.8450927734375, 864.8450927734375, 864.8450927734375, 864.8450927734375, 858.261083984375, 742.8970520019532, 742.8970520019532, 742.8970520019532, 742.8970520019532, 642.9209167480469, 642.9209167480469, 642.9209167480469, 580.8823303222656, 580.8823303222656, 580.8823303222656, 580.8823303222656, 580.8823303222656, 580.8823303222656, 580.8823303222656, 580.8823303222656, 543.6903747558594, 543.6903747558594, 543.6903747558594, 543.6903747558594, 543.6903747558594, 469.63364868164064, 485.7491861979167, 485.7491861979167, 485.7491861979167, 485.7491861979167, 485.7491861979167, 485.7491861979167, 485.7491861979167, 485.7491861979167, 523.4296569824219, 523.4296569824219, 523.4296569824219, 523.4296569824219, 523.4296569824219, 523.4296569824219, 523.4296569824219, 523.4296569824219, 410.38824462890625, 410.38824462890625, 410.38824462890625, 410.38824462890625]",8.0,20.0,15.0,0.2
13,232.08,231.529638671875,1.5761900025959672,229.5725402913229,233.48673705242712,"[232.68072509765625, 232.68072509765625, 229.80300903320312, 232.68072509765625, 229.80300903320312]",[ 8.51894818 10.13199597 20.68008108  0.21496005],"[array([ 8.33453888, 17.90024249, 21.76402951,  0.35571394]), array([ 9.65710914, 10.65845094, 24.4077984 ,  0.27594942]), array([ 8.4921287 , 13.66161399, 22.27577233,  0.26990831]), array([ 8.25271512, 12.08417088, 21.45516638,  0.38611209]), array([ 8.87465134, 10.2627228 , 22.07251861,  0.37348607])]","[0.9530167579650879, 1.1243011951446533, 0.7004399299621582, 0.7054884433746338, 1.7421681880950928]","[0.3608684539794922, 0.3608684539794922, 5.184696197509766, 0.3608684539794922, 5.184696197509766]","[11.520972442626952, 11.520972442626952, 11.520972442626952, 10.556206893920898, 10.556206893920898, 4.54400634765625, 4.54400634765625, 4.54400634765625, 4.54400634765625, 3.704625701904297, 3.704625701904297, 3.704625701904297, 2.5151298522949217, 2.5151298522949217, 2.5151298522949217, 2.5151298522949217, 2.5151298522949217, 2.5151298522949217, 2.5151298522949217, 2.5151298522949217, 2.5151298522949217, 2.3433615366617837, 2.3433615366617837, 2.3433615366617837, 1.96881103515625, 2.772782325744629, 2.772782325744629, 2.772782325744629, 2.772782325744629, 2.772782325744629, 2.772782325744629, 2.772782325744629, 2.772782325744629, 5.184696197509766, 5.184696197509766, 5.184696197509766, 5.184696197509766, 5.184696197509766, 5.184696197509766, 5.184696197509766, 5.184696197509766, 5.184696197509766, 5.184696197509766, 5.184696197509766, 5.184696197509766]",8.0,10.0,20.0,0.3
14,264.86,265.16193237304685,0.7086796008279668,264.28199042643735,266.04187431965636,"[264.8450012207031, 264.8450012207031, 264.8450012207031, 266.4296569824219, 264.8450012207031]",[10.78648098 14.64816259 16.13987832  0.36764743],"[array([10.21169587, 13.77658073, 17.44284356,  0.36319421]), array([11.24621381, 17.99726326, 16.35372033,  0.35389545]), array([11.66556379, 19.16129452, 17.96083653,  0.33316096]), array([10.49362515, 19.0617869 , 19.29003293,  0.36884666]), array([11.58342916, 15.84022201, 15.30272461,  0.31981206])]","[0.9114048480987549, 1.2406535148620605, 0.8595840930938721, 1.2017793655395508, 1.6932923793792725]","[0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 2.463869094848633, 0.00022452417761087418]","[10.314901542663574, 9.679821014404297, 9.679821014404297, 8.190611171722413, 7.634985242970288, 1.921011945977807, 1.921011945977807, 1.921011945977807, 1.921011945977807, 1.921011945977807, 1.921011945977807, 1.921011945977807, 1.921011945977807, 1.2443825934082269, 0.9856823524460196, 0.9856823524460196, 0.9856823524460196, 0.9856823524460196, 0.9856823524460196, 0.9856823524460196, 0.9856823524460196, 0.9856823524460196, 0.9856823524460196, 0.9856823524460196, 0.9856823524460196, 0.6161356668453664, 0.6161356668453664, 0.8214393810679516, 0.8214393810679516, 0.8214393810679516, 0.8214393810679516, 0.8214393810679516, 0.8214393810679516, 0.8214393810679516, 0.8214393810679516, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418]",10.0,10.0,20.0,0.3
15,231.34,231.44094543457032,2.24906562819642,228.64836161444128,234.23352925469936,"[229.9603271484375, 229.80300903320312, 232.9936065673828, 234.644775390625, 229.80300903320312]",[ 8.09338154 16.67339147 22.27615302  0.274501  ],"[array([ 8.86361191, 17.78202349, 22.12346368,  0.30124012]), array([ 8.08183487, 10.83972682, 20.66257868,  0.34438806]), array([ 8.2288835 , 16.42296364, 17.56020566,  0.31001143]), array([ 8.65204842, 12.18411471, 18.9054254 ,  0.21925713]), array([ 9.97572895, 12.50835972, 18.6027291 ,  0.3740544 ])]","[1.0715954303741455, 1.1207773685455322, 1.7028515338897705, 0.9596960544586182, 1.1109049320220947]","[1.9034870862960815, 2.3623299598693848, 2.734426736831665, 10.921565055847168, 2.3623299598693848]","[10.842178916931152, 10.842178916931152, 10.842178916931152, 5.6245853185653685, 5.6245853185653685, 5.6245853185653685, 5.6245853185653685, 5.6245853185653685, 5.6245853185653685, 5.6245853185653685, 5.6245853185653685, 5.6245853185653685, 5.6245853185653685, 5.6245853185653685, 5.6245853185653685, 5.6245853185653685, 4.0568277597427365, 4.0568277597427365, 4.0568277597427365, 4.0568277597427365, 4.0568277597427365, 2.3189569115638733, 2.3189569115638733, 2.3189569115638733, 2.3189569115638733, 2.734426736831665, 2.734426736831665, 2.734426736831665, 2.734426736831665, 2.734426736831665, 2.734426736831665, 2.734426736831665, 2.734426736831665, 2.734426736831665, 2.734426736831665, 2.734426736831665, 2.734426736831665]",8.0,20.0,25.0,0.4
16,219.76,222.3384033203125,2.1100518876173666,219.7184278571161,224.9583787835089,"[223.47364807128906, 225.3080596923828, 219.85464477539062, 221.85838317871094, 221.19728088378906]",[ 8.10037241 12.88719902 23.54137092  0.35942704],"[array([ 8.18292425, 19.74616587, 22.91610817,  0.28990163]), array([ 8.30353348, 15.02328272, 19.80674642,  0.20915682]), array([ 8.65572447, 12.57871359, 23.79223087,  0.29231625]), array([ 8.69062131, 19.79139893, 17.62331939,  0.30445968]), array([ 8.46513489, 15.48578301, 15.384583  ,  0.34522599])]","[1.5490286350250244, 1.4137582778930664, 1.4817767143249512, 1.3270339965820312, 0.8503627777099609]","[13.79122257232666, 30.78102684020996, 0.008958673104643822, 4.403234958648682, 2.0657920837402344]","[47.794868564605714, 47.794868564605714, 47.794868564605714, 35.53351526260376, 35.53351526260376, 35.53351526260376, 35.53351526260376, 35.53351526260376, 35.53351526260376, 16.241733360290528, 14.486863136291504, 13.608007879182697, 10.210047025606036, 10.210047025606036, 10.210047025606036, 10.210047025606036, 10.210047025606036, 10.210047025606036, 10.210047025606036, 10.210047025606036, 10.210047025606036, 12.246110761072487, 12.246110761072487, 12.246110761072487, 12.246110761072487, 12.246110761072487, 12.246110761072487, 12.246110761072487, 12.246110761072487, 12.246110761072487, 12.246110761072487, 6.900090622715652, 6.900090622715652]",8.0,15.0,20.0,0.2
17,224.38,224.65567626953126,0.9334648548862957,223.49662656563044,225.81472597343208,"[224.5705108642578, 224.5705108642578, 223.47364807128906, 224.5705108642578, 226.09320068359375]",[ 8.3253535  13.25223985 17.61598662  0.24958599],"[array([ 8.04310407, 18.30401771, 20.31180077,  0.21914042]), array([ 8.98588486, 19.17788389, 21.60134617,  0.20294968]), array([ 8.36871582, 14.76739135, 20.35707841,  0.36231376]), array([ 8.7871796 , 17.3707376 , 20.6916486 ,  0.36987837]), array([ 8.8732882 , 10.09564433, 15.80078074,  0.29666261])]","[2.3838911056518555, 1.336413860321045, 1.1648168563842773, 2.0505921840667725, 0.9946069717407227]","[0.036292530596256256, 0.036292530596256256, 0.8214826583862305, 0.036292530596256256, 2.935039758682251]","[25.137762701511384, 25.137762701511384, 25.137762701511384, 25.137762701511384, 1.8255769327282905, 1.8176163151860236, 1.432563455402851, 1.432563455402851, 1.432563455402851, 1.432563455402851, 1.432563455402851, 1.432563455402851, 1.432563455402851, 1.432563455402851, 1.432563455402851, 1.0951166704297066, 1.0951166704297066, 1.0951166704297066, 1.0951166704297066, 1.0951166704297066, 1.0951166704297066, 0.6351358983665705, 0.6351358983665705, 0.6351358983665705, 0.6351358983665705, 0.5597526157895724, 0.2980225731929143, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256, 0.036292530596256256]",8.0,20.0,20.0,0.3
18,306.28,282.6463684082031,4.098716424162349,277.55713978547425,287.73559703093196,"[284.4793701171875, 284.4793701171875, 284.4793701171875, 284.4793701171875, 275.3143615722656]",[10.60575776 16.27080505 23.21455092  0.30737708],"[array([10.84088966, 16.41592566, 21.77765366,  0.25479932]), array([10.30660167, 18.67889134, 20.12144655,  0.25406953]), array([10.83721672, 17.37511632, 24.70737453,  0.27851061]), array([11.86315128, 15.33573351, 23.03150459,  0.27268379]), array([10.76322369, 12.29892489, 15.35727534,  0.37100858])]","[0.994401216506958, 1.2733731269836426, 0.9970552921295166, 1.1053259372711182, 0.9033935070037842]","[475.26739501953125, 475.26739501953125, 475.26739501953125, 475.26739501953125, 958.8706665039062]","[593.49619140625, 593.49619140625, 593.49619140625, 593.49619140625, 593.49619140625, 571.9880493164062, 571.9880493164062, 571.9880493164062, 571.9880493164062, 571.9880493164062, 571.9880493164062, 571.9880493164062, 571.9880493164062, 571.9880493164062, 571.9880493164062, 571.9880493164062, 571.9880493164062, 571.9880493164062, 571.9880493164062, 571.9880493164062, 571.9880493164062, 475.26739501953125, 475.26739501953125, 475.26739501953125, 475.26739501953125, 475.26739501953125, 475.26739501953125]",10.0,20.0,25.0,0.4
19,247.57,247.32097473144532,1.3521068946663737,245.642112278615,248.99983718427563,"[246.7694549560547, 248.7132568359375, 248.7132568359375, 245.6394500732422, 246.7694549560547]",[ 9.67191687 11.29984274 21.38919618  0.21907607],"[array([ 9.54172993, 11.619337  , 20.53283167,  0.22913238]), array([ 9.38318422, 10.84272947, 18.45221549,  0.35174796]), array([ 9.08668049, 11.02430133, 15.24673052,  0.32654129]), array([ 9.03384043, 15.4328932 , 21.43146173,  0.26285582]), array([ 9.92223987, 18.94005517, 24.61246096,  0.21105859])]","[0.9548609256744385, 1.5246930122375488, 0.9137661457061768, 0.8398435115814209, 1.165074110031128]","[0.6408841013908386, 1.3070194721221924, 1.3070194721221924, 3.727051258087158, 0.6408841013908386]","[1.7473188638687134, 1.7473188638687134, 1.7473188638687134, 1.7473188638687134, 1.7473188638687134, 1.7473188638687134, 1.7473188638687134, 1.7473188638687134, 1.7473188638687134, 1.7473188638687134, 1.7473188638687134, 1.7473188638687134, 1.7473188638687134, 1.7473188638687134, 1.7473188638687134, 1.7473188638687134, 1.524571681022644, 1.524571681022644, 1.524571681022644, 1.524571681022644, 1.524571681022644, 1.3070194721221924, 1.3070194721221924, 1.3070194721221924, 1.3070194721221924, 1.3070194721221924, 1.3070194721221924, 1.3070194721221924, 1.3070194721221924, 1.3070194721221924, 1.3070194721221924, 1.3070194721221924, 1.3070194721221924, 1.3070194721221924, 1.3070194721221924, 1.3070194721221924, 1.3070194721221924]",9.0,12.5,15.0,0.3
